Id;full_text;sentiment
422;Awas serbuan warga wahabi dari bogor dan depok #JakartaberAswaja #SJPKB #pilgubDKI #JakartaPunyaSemua @kpudki https://news.detik.com;Netral
423;Dipecat jadi menteri ,, gimana mau jadi gubernur? #no2 #pilihAhok #AhokDjarotDiRosi #Ahok #AhokDjarot #jangansalahpilih;Netral
424;Kuota @aagym lagi habis makanya tidak mengikuti berita @Warta_MUI @mata #indonesia #pilkadaDKI #AniesSandi #voteahok #ahokdjarot;Netral
425;@bank_dki ikut2an #moneypolitic untuk kemenangan #ahokdjarot ??  <See-No-Evil Monkey>  @ojkindonesia;Netral
426;Kalo bete ama M Taufik boleh pilih #AhokDjarot nggak kak? Soooo PASTIIII !!! <Face With Steam From Nose> <Face With Steam From Nose> <FACE WITH TEARS OF JOY> <Smiling Face With Open Mouth & Smiling Eyes> <FACE WITH TEARS OF JOY> <grining face with smile eye> <Victory Hand> #JanganTakutPilih2 #PilihBaDja;Netral
427;#AhokDjarot anti korup..kinerja kerja nyata.. Kebersihan Tata ruang kota.. Jakarta..makin baik?  <Weary Face>  <Weary Face>;Netral
428;Diberbagai survei, debat dimenangkan paslon no 3 nih. #Aniesbaswedan #AhokDjarot;Netral
429;Memilih paslon no 3 yang pernah gagal menjalankan tugas sebelumnya adalah melecehkan akal sehat. #AhokDjarot;Netral
430;"mendadak santun & toleran gini <Zipper-Mouth Face> <Zipper-Mouth Face> <Zipper-Mouth Face> ....bukan gara"" deket tgl 19 April kan ? <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> #indonesia @Metro_TV #voteahok #ahokdjarot #ahok";Netral
431;@aniesbaswedan kemarin bilang tidak setuju syariah . lah ini apa ?? #indonesia #badja @nu_online #ahokdjarot #pilkadaDKI @MataNajwa;Netral
432;#TolakJakartaBersyariah #TolakJakartaBersyariah #TolakJakartaBersyariah #TolakJakartaBersyariah @LintangChrezL @Hit_DX @ChajanJr @arifinp76;Netral
433;apa yang kamu mau perangi kalau faktanya benar, yang ada pengikutmu cuma bisa caci maki saja #indonesia #bubarkanFPI #badja #ahokdjarot #mat;Netral
434;Rizieq minta pengikutnya untuk TERNAK AKUN disosmed. jadi jangan heran kalau akun twitter tiba2 diserbu PASUKAN CACI MAKI  <grining face with smile eye> <Face Screaming in Fear> <Face Screaming in Fear>;Netral
435;Wasekjen MUI Nilai Video Kampanye Ahok-Djarot Suduntukan Umat Islam https://goo.gl/vrIZIy  #News #AhokDjarot;Netral
436;Kasih Iming-iming KJL kepada Orangtua, Ahok-Djarot Diminta Jangan Menipu Lansia https://goo.gl/L2e0Wn  #News #AhokDjarot;Netral
437;Tidak usah mikir coblos sebelah kiri #ahokdjarot <FACE WITH STUCK-OUT TOUNGES> <FACE WITH STUCK-OUT TOUNGES> <Victory Hand>;Netral
438;Video Kampanye Ahok-Djarot Telah Hancurkan Kebhinekaan https://goo.gl/ZrUI0G  #News #AhokDjarot;Netral
439;SAAT ALIEN MENYERANG INDONESIA http://www.triandry.com #pertempuranakhirjawarajkt #deklarasippp #rompiskasmaran #ahokdjarot #aniessandi;Netral
440;Lulung nyampah jadi timses anies sandi gara gara takut kena semprot ahok <FACE WITH TEARS OF JOY> #AhokDjarot <FACE WITH STUCK-OUT TOUNGES>;Netral
441;@KataAhok #ahok #Ahokdjarot @AhokDjarot  @TetapAhokDjarot  #3ya3 memang pilpres sabang sampai merauke? https://youtu.be lewat @YouTube;Netral
442;Mentang mentang nama belakangnya sama, mau ambil keuntungan saja. Yang Novel iya yang Anies gak #AhokDjarot #pilgubDKI;Netral
443;#AhokDjarot mencari orang pintar buanyak di Jakarta. Mencari orang yang jujur anti korupsi suka bekerja keras...itu yang sulit.;Netral
444;Kampanyenya ngomong program ini program itu, jadi mentri aja dipecat <FACE WITH TEARS OF JOY> mending liat yang udah ada hasil kerja ada deh #AhokDjarot;Netral
445;Timses anies ngomongnya sok kayak motivator, udah ahok terbaik kok jadi gubernur. Liat hasil kerjanya aja deh #AhokDjarot;Netral
446;pantes banyak polling dihapus, kalau yang menang polling #AhokDjarot pasti DIBESAR2KAN, ditayangkan 25x dalam sehari dimetrotivi <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY>;Netral
447;Buzzer #AhokDjarot galau, semua survei dan polling memenangkan #AniesSandi Invoice bakal tak dibayar nih!  <FACE WITH STUCK-OUT TOUNGES>;Netral
448;@aniesbaswedan omonganmu tidak cocok dengan fakta <Thumbs Down> <Thumbs Down>@MataNajwa @Metro_TV #pilkadaDKI #voteahok #badja  @nu_online #ahokdjarot #DKI;Netral
449;#AhokDjarot unggul dalam memainkan isu dan strategi. Apalagi dalam isu sara, serta matang dalam mengelola Strategi Musuh.  <FACE WITH STUCK-OUT TOUNGES>;Netral
450;nasi bungkus terdeteksi #ahokdjarot;Netral
451;PDI-P perkuat kemenangan Ahok-Djarot #pilkadaDKI2017.;Netral
452;Inilah pemenang #PilkadaDKI2017 yang sesungguhnya. Mereka harus mengalah agar Jakarta tidak pecah oleh politik sara yang brutal dari pihak;Netral
453;Hujan Sembako dari Ahok-Djarot Jadi Sedekah bagi Anies-Sandi #PilkadaDKI2017;Netral
454;Dalam hitungan saya, pemenang sesungguhnya dalam #PilkadaDKI2017 adalah #AhokDjarot, tapi mereka harus mengalah untuk kepentingan nasional.;Netral
455;terima kasih pak ahok  @basuki_btp #pilkadadki2017;Netral
456;Sempat terkejut karena Bapak Ahok kalah dalam versi Quick Count #pilkadadki2017. Tidak apa-apa, tetep keren terus ya pak! Tetap menginspiras;Netral
457;Jadi serahkan semua takdir kehidupan kepada Tuhan, kita hanya menjalankan sebaik mungkin. Bukan begitu pak @basuki_btp #pilkadadki2017;Netral
458;Trimakasih pak @basuki_btp atas kinerja bapak degan pak djarot dalam memimpin dki. #pilkadadki2017;Netral
459;Melihat para @temanAhok, harapan itu kembali hidup. Mereka akan jadi ahok masa depan. Menyelamatkan NKRI dari tikus berdasi. #pilkadadki2017;Netral
460;Selamat istirahat pak @basuki_btp Setelah ronde panjang melawan penjahat Anda telah menang #pilkadajakarta #pilkadadki2017 #BasukiDjarot;Netral
461;Kekuasaan itu Tuhan yang kasih Tuhan juga yang ambil. #TerimakasihPakAhok saya bangga memilih Pak Ahok #pilkadadki2017 #TerimaKasihAhok;Netral
462;Yang 1 itu selama kerja sudah terbukti, yang diomongin jadi kenyataan. Yang 1 nya jadi menteri aja dipecat apalagi ini? #pilkadadki2017;Netral
463;Tidak apa-apa Ahok kalah, supaya sedikit aman. Coba Ahok menang, calo akhirat pada ribet teriak-teriak di monas. #PilkadaDKI #pilkadadki2017;Netral
464;Untuk bpk@basuki_btp terima kasih untuk perjuanganmu selama 5 tahun terakhir. Kami akan terus mendukungmu terbang lebih tinggi lagi.#pilkada;Netral
465;Artis pendukung Ahok selamati rekannya pendukung Anies http://ow.ly/XvnN30aYrAS  #PilkadaDKI2017;Netral
466;Saatnya menerima gubernur baru. Terima kasih kepada gubernur lama. Sudahi perselisihan, mari bersatu untuk maju.#pilkadadki2017;Netral
467;Kepemimpinan bapak @ahok membuat saya bangga menjadi bagian dari pegawai pemerintah.Terimakasih pak @ahok #salam2Jari;Netral
468;@ahok @djarot saya mendukungmu di pilkada ini dengan sepenuh hati. Semoga menang menang merdeka;Netral
469;#pilkadadki2017 sangat mencintaimu pak @ahok. Menanglah dan lanjutkan;Netral
470;#HasilC10 #Ba2ukiDjarot #pilkadadki2017 #MataRakyat #KawalPilkada @basuki_btp @AhokDjarot unggul di TPS 58 Duri Kosambi Cengkareng;Netral
471;Warga Pluit : Kami Pilih Ahok Karena Kerjanya, Bukan Satu Etnis. https://goo.gl/KVN4o5  #pilkadadki2017 #wargapluit @basuki_btp;Netral
472;Selesai untuk beberapa waktu. Kami tetap setia #pilkadadki2017 https://www.instagram.com/p/BTDXsnuDpP9/;Netral
473;Usai Nyoblos Ahok Hanya Tersenyum. https://goo.gl/Ea1PNS  #pilkadadki2017 #ahok;Netral
474;Warga bekasi-tangerang-bogor-depok dihimbau agar mencoblos No.3,jangan (((No.2))) Dan bagi SEMUA warga DKI coblos (((No.2))) #PilkadaDki2017;Netral
475;Selamat Pagi Salam 2 Jari untuk #pilkadadki2017 #pilkadajakarta;Netral
476;Mari kita berdoa, agar mereka semua dengan hati yang bersih coblos paslon no 2 . Berdoa dimulai... #pilkadadki2017;Netral
477;Meski Saya warga Sultra, tetapi Saya dukung Ahok Djarot Untuk Gub.DKI Jakarta #pilkadadki2017 #pilkadajakarta #ahokmenang #ahok;Netral
478;Apa yang dicari.? Pilih gubernur, yang bisa mimpin jakarta. Bukan yang hanya omong kosong #BesokGuaAhok #pilkadadki2017 #PastikanBesokDua;Netral
479;satu orang pemimpin yang tahu bagaimana cara memimpin adalah lebih baik dari pada seribu orang yang belajar kepemimpinan #pilkadadki2017;Netral
480;#PilkadaDKI2017 KH Said Aqil Sebut #Ahok-Djarot Sejalan dengan NU;Netral
481;Kita Butuh Pemimpin BERMUTU Bukan Sebatas penjaja KARTU di #pilkadadki2017 Nanti Semoga @AhokDjarot Sukses dan menang;Netral
482;3 hari lagi menuju #pilkadadki2017 .dari provinsi jambi aku turut mengAMINkan tuit ini moga pak purnama @basuki_btp Dan pak hidayat terpilih;Netral
483;Iwan Fals saja pilih Ahok Djarot..tahu kan konsistennya Iwan Fals melawan korupsi ? #pilkadadki2017 @Takviri;Netral
484;Tanggal 19 pilih dengan hati nurani ya #pilkadadki2017 #BaDjaUntukJakarta;Netral
485;#1000Lilin #rizieqpulang #LilinUntukAhok #ahok #AhokDjarot andai saja ini bisa di contoh untuk seluruh indonesia;Netral
486;Bener banget! Cuma yang nonton concert Coldplay aja yang ngerti #AhokDjarot;Netral
487;"Pelajaran Kesabaran dari ""The Invisible"" Djarot http://kom.ps/AFwLJ5  #AhokSelaluDihati #badja #AhokDjarot #AhokMartir";Netral
488;Apa pendapat anda tentang pak ahok? â€” Pemimpin hebat yang Tuhan utus utk Indonesia #gueahok #ahokdjarot #saveahok http://l.ask.fm/igoto;Netral
489;gantungan kunci ahok berbagai model https://www.tokopedia.com/ #ahokfree #AhokIsHope #AhokDjarot #BasukiTjahajaPurnama #BTP #AhokTakBersalah;Netral
490;#freeahok #saveahok #ahokfornobel2017 #ahokdjarot #ahoklovers #ahokbtp #ahok https://www.instagram.com/p/BUBE8R_BJnj/;Netral
491;Introspeksi diri #saveahok #ripjustice #basukibtp #ahokdjarot #indonesia @Bogor, Indonesia https://www.instagram.com/p/BUA2fQxlDza/;Netral
492;Ternyata mencari pemimpin yang dicintai itu tidak gampang.MSP. #AhokDjarot #AhokForNobel #silake5;Netral
493;Djarot Ucapkan Terima Kasih Atas SYUKURAN AHOK DIPENJARA http://ow.ly/W7im30bFdmB  #ahok #ahokdjarot;Netral
494;Kami mencintaimu Ahok and Djarot! #Ahok #SaveAhok #ahokdjarot;Netral
495;Doaku Menyertai (Jakarta, May 2017) basukibtp @ahokdjarot #storyofthestreet #ahok #ahokdjarotâ€¦ https://www.instagram.com/p/BT8t9c9jQlx/;Netral
496;1000 Lilin untuk pak Ahok #saveahok #ahokers #ahokdjarotâ€¦ https://www.instagram.com/p/BT6m67jFgW4IhB_AXM414EpDGHX3BA4-_8lc5w0/ â€¦;Netral
497;#Ahok #ahokhebat #AhokDjarot #AhokTakBersalah #RIPJUSTICEINDONESIA #politikkotor;Netral
498;Mas @addiems , keren banget... Selamat berjuang, NKRI harga mati #SaveAhok #AhokDjarot #RIPJUSTICEINDONESIA;Netral
499;Tugu proklamasi dibawah sinar bulan purnama #ahok #AhokDjarot #ahokfree;Netral
500;Dari NTT untuk Bapak Ahok basukibtp #saveahok #ahok #ahokdjarotâ€¦ https://www.instagram.com/p/BT6vCAkD2Odn28TQ0-1W-3a6HiqagNqDh_2T7g0/ â€¦;Netral
501;Manado 1000 lilin #AhokDjarot #Hukum_yang_telah_mati #NKRI harga mati;Netral
502;1000 lilin untuk Ahok dari Manado @ManadoKota @temanAhok @basuki_btp @digembok #AhokDjarot #RipJustice #RIPHukum #Manado #saveNKRI;Netral
503;pak @WagubDKI dan @basuki_btp itu adalah 2 sosok Band of Brothers di kehidupan nyata #DemiAhok #AhokDjarot;Netral
504;Sejuta Lilin demi Keadilan #AhokDjarot #lawinforcement #justice #JakartauntukSemua #IndonesiaRaya https://www.instagram.com/p/BT6ioErhYdo/;Netral
505;semoga #AhokDjarot bisa menyelesaikan tugas negaranya sampe oktober pas pelantikan gubernur baru, supaya APBN saat ini tidak diganggu2 amin;Netral
506;SALAM SUJUD DAN HORMAT SAYA PADA PAK DJAROT KHABARNYA PENANGGUHAN TAHANAN AHOK DI SETUJUIN DAN MALAM INI PAK AHOK PULANG;Netral
507;semoga selalu #tegar #AhokDjarot https://twitter.com/cpdmkrkm/status/862234789859868672;Netral
508;Dukungan Doa dan Pemasangan sejuta Lilin untuk AHOK dari Manado Untuk Indonesia. #SaveAhok #AhokDjarot #RIPJusticeInIndonesia;Netral
509;Manado untuk Pak @basuki_btp;Netral
510;Rakyat Cinta NKRI Perjuangkan Keadilan #justice #lawinforcement #AhokDjarot #JakartauntukSemua @â€¦ https://www.instagram.com/p/BT6eQ61hZfW/;Netral
511;Semangat ya pak Djarot.. Doa kami menyertaimu.. #Ahok #AhokDjarot #Djarot #RIPJusticeInIndonesia;Netral
512;Bagi bangsa ini kami berdiri Dan membawa doa dalam kemenangan Tuhan atas Indonesia ini melalui pak #Ahok #AhokDjarot #IndonesiaBerkabung;Netral
513;Suatu hari nanti orang-orang akan bercerita bahwa BATMAN DAN ROBBIN pernah melindungi jakarta !!#AhokDjarot;Netral
514;Perbedaan mana yang kerja keras dan mana yang suka cari muka ! #Ahok #AhokDjarot #freeahok #AhokIsHope #RIPJUSTICEINDONESIA #riphukum;Netral
515;Dukungan Doa dan Pemasangan Lilin untuk AHOK dari MANADO untuk Indonesia. #SaveAhok #AhokDjarot #AhokPresidenRIke8;Netral
516;Jerih lelahmu memperjuangkan bangsa ini dari korupsi dan menegakkan kebenaran diperhitungkan oleh Tuhan pak. GBU #Ahok #AhokDjarot #freeahok;Netral
517;Tuhan selalu bersama pak @basuki_btp dan keluarga.kami selalu bersama pak ahok #freeahok #Ahok #keadilan #AhokDjarot;Netral
518;Tetap semangat pak Djarot, Air matamu akan selalu terkenang, Air mata yang menandakan kecintaanmu untuk Indonesia #Djarot #ahok #ahokDjarot;Netral
519;doa kami untuk Jakarta.#AhokDjarot;Netral
520;Paduan suara warga di balai kota #ahokdjarot;Netral
521;Apakah ini bukan suatu sejarah? #IndonesiaBersih #AhokDjarot;Netral
522;DEMAM Karangan Bunga Dukung Ahok-Djarot Menjalar hingga Siantar;Netral
523;Tidak ada pemimpin di Indonesia Sebaik jujur tegas dan kerja nyata Ahok Djarod is the Best #AhokDjarot;Netral
524;Integrasi rusun, pasar dan bioskop rakyat semasa #AhokDjarot yang ditunggu kelanjutannya dibawah gubernur baru;Netral
525;Hampir tengah malam kami sekeluarga lewat balai kota karena anak mau lihat bunga. Ternyata sampai monas! #AhokDjarot;Netral
526;Ribuan Bunga untuk #AhokDjarot #AhokDicintaiRakyat #Jakarta;Netral
527;#AhokDjarot selalu dihati #BuniYani masuk bui #Anies pecatan menteri, bloon;Netral
528;Indonesia harum bunga #AhokDjarot ungkapan seribu bahasa Cinta;Netral
529;Jelas yaaaa.... #bunga bukan abal2... #badja #AhokDjarot #jakarta @ Kantor Balai Kota Jakarta https://www.instagram.com/p/BTgm0rKl2dY/;Netral
530;ke balaikota DKI Jakarta dan kehabisan kata-kata.. #AhokDjarot;Netral
531;Bukan hanya di jakarta saja tapi di medan juga #AhokDjarot #AhokDicintaiRakyat #AhokShow #FadliZon #Jakarta;Netral
532;Karangan bunga untuk ahok Dari kota kecil yang indah.... #Ajibarang #Basuki_btp #Jakarta #Ahok #AhokDjarot #DKIJakarta;Netral
533;Pemenang sejati adalah pemenang hati Rakyat. Udah kalah masih bisa datangkan rejeki buat tukang bunga,Pak #AhokDjarot #AhokDicintaiRakyat;Netral
534;@basuki_btp dan djarot semangat & sehat2 terus. Semoga diakhir masa jabatan ini, masyarakat DKI sadar akan pemimpin sebenarnya. #ahokdjarot;Netral
535;Betul sekali itu abang yang keren Tuhan berkati #AhokDjarot dan berkati juga abang;Netral
536;Balaikota masih rame, kiriman bunga pun masih terus mengalir untuk #ahok dan #djarot #badja #ahokdjarot;Netral
537;Hari ini wisata ke balai kota. Mumpung gubernurnya masih pak ahok. Riang gembira dan gratis. Penuhnya luar biasa. #balaikotadki #AhokDjarot;Netral
538;Perlu IDE GILA #REDKARPET #LONGREDCARPET #LONGREDCARPETAhokDjarot #AhokDjarot;Netral
539;Allah bersama orang2 yang benar, subhanallah.. #DKIJakarta #AhokDjarot #PemProvAmanah #PemenangdiHatiRakyat #Piss;Netral
540;Unik, Karangan bunga untuk Gubernur DKI Jakarta, Badja Viral di Medsos, ini salah satunya ... #POLEMIKPaluHakim #DKIJakarta #AhokDjarot;Netral
541;Tuhan Memberkati #AhokDjarot;Netral
542;Tuhan sayang Jakarta & AhokDjarot karena AhokDjarot kalah saja mereka masih marah, AhokDjarot menang apa yg terjadi di Jakarta terima kasih.;Netral
543;Kami sudah biasa dan tak bisa lepas dengan yang galak-galak. Kami sayang kamu, Pak #AhokDjarot;Netral
544;Lagi nongkrong ada yang masang karangan bunga. Dan ternyata tidak sampai monas aja tapi sampai Jogja! #AhokDjarot #BungaAhok #bungauntukahok;Netral
545;Heboh papan bunga untuk pak ahok #pakahok #ahok #jakarta #dkijakarta #ahokdjarot #indonesia https://www.instagram.com/p/BTbroj0hnCS/;Netral
546;#GombalinAhok kamu luar biasa pak begitu jahat ninggalin aku yg terlanjur sayang padamu #AhokDjarot ;Netral
547;Karangan bunga dan antrian foto bersama.... Il phenomenon baru kayaknya untuk seorg figur di indonesia #AhokDjarot;Netral
548;Dari Batam untuk #ahokdjarot. Tetap semangat pak! https://www.instagram.com/p/BTbYtzqAQI6jzioWGmCLAnPDLEUHoxYZ8BWolU0/;Netral
549;KARANGAN BUNGA ucapan TERIMAKASIH masyarakat ke Pak @basuki_btp & Pak @AhokDjarot sampai Monas #karanganbungaahok #telkomsel #AhokDjarot ;Netral
550;#ahok #djarot tetap di hatiku #pilkadadki;Netral
551;#ahok #ahokdjarot #pilgubdki #saveahok #temanahok Gusur demi jutaan rakyat http://infototorqq.blogspot.com;Netral
552;#ahok #saveahok #ahokdjarot #pilgubjkt Anies Unggul di Pemilih Muslim, Ahok Kaum Pendidikan Tinggi TotorQQ: http://www.infototorqq.com;Netral
553;#duajari #ahokdjarot #badja #salamduajari #duajari #kode #code #gangster #farmer #foodhero https://www.instagram.com/p/BS1x10_Bovd/;Netral
554;Sudahlah bikin pusing. Lagian @basuki_btp Sudah jawab dengan baik. tinggal semua tenang,konsentrasi,berdoa,selalu bahagia Untuk menang;Netral
555;Terima kasih atas doanya pa Kyai .. #voteahok #AniesSandi #pilkadaDKI #ahokdjarot;Netral
556;Kita jatuh cinta dengan gubernur yang tidak kita miliki. <Heart With Arrow> #PilkadaDKI #PilkadaDKI2017;Netral
557;Betul tidak pak jokowi ? <Trophy> <Trophy> Oke lah ya pak basukibtp Dukung 100 % . . #pilkadadki #pilkadadki2017;Netral
558;Peach #pilkadadki #pilkada #pilkadadki2017 #pilkada2017 #ahok #ahokdjarot #ahokers  https://www.instagram.com/p/BTDYVuNAw;Netral
559;Kami sudah. #vote #pilkada #pilkadadki #pilkadadki2017 #ahokdjarot @ TPS 07 https://www.instagram.com/p/BTDSmEylbz8/;Netral
560;Ayo coblos yang bijaksana untuk JAKARTA yang lebih baik  <Victory Hand>  #PilkadaDKI #PilkadaDKI2017 #PilkadaJakartaAman;Netral
561;Bapak Presiden sudah bilang Pilkada DKI akan aman tohh  <Smiling Face With Sunglasses>  <Smiling Face With Sunglasses> ... #PilkadaDKI2017 @jokowi @JokowiAhokJKT;Netral
562;Kekalahan Ahok ini disengaja, biar bisa sepaket dengan AHY pada Pilpres nanti <FACE WITH STUCK-OUT TOUNGES> <grining face with smile eye> <grining face with smile eye> <Smiling Face With Sunglasses> <Smiling Face With Sunglasses> #PilkadaDKI. #Ahokers jangan risau hahahahahaha;Netral
563;Pak Anies sepertinya semakin banyak dapat respon negatif dari netizen.Makin emosi-an.AHY, tetap hafalan.Badja paling ok <Smiling Face With Sunglasses> <Smiling Face With Sunglasses> <Victory Hand>;Netral
564;Kekalahan Basuki Tjahaja Purnama-Djarot Saiful Hidayat di Pilkada DKI Jakarta tidak mempengaruhi elektabilitas PDI <Victory Hand>;Netral
565;saya percaya, kondisi cuaca beberapa hari sebelum pilkada dki ikut serta memberikan kontribusi positif ke ahok-djarot. Aku 2!! <Victory Hand> <Victory Hand>;Netral
566;Bagi Tompi, Ahok-Djarot <Victory Hand> <Victory Hand> Lakukan Perubahan Positif, Nih Buktinya! #PilkadaDKI;Netral
567;Positif, PDIP Usung Ahok-Djarot di Pilkada DKI 2017 <Victory Hand> - Suara Nasional http://fb.me/4WTHLLCNZ;Netral
568;Kalah karena jujur lebih baik daripada menang karena curang <Heavy Check Mark> <Heavy Check Mark>. Initerjadi di pilkada DKi.Makanya masih iri tidak terima sama Ahok;Netral
569;KALAH PILKADA DKI AHOK DJAROT DAPAT KARANGAN BUNGA SIMPATI KARENA TERUJI DAN TERUKUR <Victory Hand> <Victory Hand> ANIES SANDI MENANG DAPAT BUNGA DP 0%;Netral
570;Ahok-Djarot kalah dalam pilkada, tapi menang dalam menjaga integritas berdemokrasi Pancasila. Bangga! <SMILING FACE WITH HEART-EYES> #JakartaGubernurBaru #PilkadaDKI;Netral
571;Kepada Pendukung #BaDja #AhokDjarot kita tidak usah terprovokasi dan jangan mengotori tangan2 kita dengan Hal2 yang mengandung NAZIS <Heavy Check Mark> <Heavy Check Mark>;Netral
572;Ingat kita pilih pelayan warga, bukan pemimpin agama di JKT. Pilih yang jelas BAIK, JUJUR dan BERSIH <Heavy Check Mark> <Heavy Check Mark> #AhokDjarot #debatpilkadadki;Netral
573;Banyak pemimpin agama yang baik. Tapi pelayan warga yang JUJUR, BERSIH dan KERJA NYATA, cuma <Victory Hand> <Victory Hand> @AhokDjarot #DebatPilkadaDKI;Netral
574;#djarotsupportpersija Luar Biasa #AhokDjarot #BaDjaBeragam;Netral
575;Jangan lupa coblos pemimpin yang pekerja keras <Victory Hand> <Victory Hand> #AhokDjarot #AniesSandi #JakartaPunyaSemua;Netral
576;masih berama dalang enthus #AhokDjarot #AhokDjarotLebihBaik #enthus #salamduajari;Netral
577;#Jelas membawa manfaat untuk umat. Komitmen #AhokDjarot <Victory Hand> <Victory Hand> untuk Umat Islam - https://kask.us/ioQK2  #ForumKaskus via #KASKUS;Netral
578;Haha..kerja nyata #AhokDjarot <Victory Hand> <Victory Hand>;Netral
579;Baju Seragam buat nyoblos sudah siap nih teman-teman... #pilkadadki #ahokdjarot… https://www.instagram.com/p/BS3xZkflwVZ/;Netral
580;#gue2 #kami2 #ahokdjarot #tetapahokdjarot #suarakankebenaran #weedbegoodtogether #katakitaig https://www.instagram.com/p/BS3mqF8lxNP/;Netral
581;karena #AhokDjarot  <Victory Hand> <Victory Hand>  terbukti berkinerja bagus, bersih, anti korupsi & memperjuangkan keadilan;Netral
582;Marilah Kemari (@ahokdjarot  <Victory Hand> <Victory Hand>  disini) cover by Citra & Alain #ahokdjarot #basukidjarot @temanAhok @AhokShow;Netral
583;SAYA 2 <Victory Hand> #AHOKDJAROT #BA2JA (at Toba Dream);Netral
584;Ahok-Djarot  <Victory Hand> <Victory Hand>  Meroket. #ahok #djarot #ahokdjarot #pilkada #election #pilkadadki2017 #gubernur… https://www.instagram.com/p/BS3diVJBTna/;Netral
585;INI! #Ahok #AhokDjarot;Netral
586;Walaupun banyak cobaan yang menimpa pak ahok, mundur 1 langkah maju 1000 langkah untuk menjadikan jakarta lebih maju lagi <Trophy> #ahokdjarot;Netral
587;#AhokDjarot <Victory Hand> <Victory Hand> ;Netral
588;jakarta tidak butuh gubernur yang pandai bermain kata2.. jakarta butuh gubernur yang bekerja nyata <Victory Hand> <Victory Hand>  #AhokDjarot;Netral
589;Siaran langsung pak Ahok  <grining face with smile eye>  #ahok #ahokdjarot https://www.instagram.com/p/BS3YHWsgAk7/;Netral
590;Ahok di Net Ahok di ini talkshow #AhokDjarot #JakartaPunyaSemua #temenahok #ahokdjarotmenang #JakartaKece;Netral
591;benar deh ,ikhlas kok #ahokdjarot tidak jadi gubernur beliau sudah tujukkan cara berdemokrasi, dan jadi sosok pemimpin yang berintregitas;Netral
592;Kata babe pilih nomor 2 <Victory Hand> <Victory Hand> <Victory Hand> #ahokdjarot basukibtp @Kebagusan,pala Soang https://www.instagram.com/p/BS3SLRFgFVb/;Netral
593;#AhokDjarot hasil kerja nyata,hasil kerja sudah banyak yang terselesaikan, gak pakai janji2 lagi,tinggal meneruskan yang lain  <Victory Hand> <FOLDED HANDS> <Fire>;Netral
594;Menjadi cerdas dan berpikir jernih #AhokDjarot #Putaran2Menang;Netral
595;#KawalC6CoblosNo2 kawal #AhokDjarot #Putaran2Menang <Victory Hand> <Victory Hand>;Netral
596;Cuma ahok jarot yang bisa membereskan jakarta karena tahu apa yang dilakukan <FOLDED HANDS> <FOLDED HANDS> .Bukan calon yang cuma ngayal sama jualan kipas.;Netral
597;Begini Program Ahok-Djarot <Victory Hand> <Victory Hand> Ajak Warga Bekerja Baca selengkapnya #Ahok #Ahokdjarot;Netral
598;#JakartaBersuriah ala ustad cang haris.. pilih #AhokDjarot <Victory Hand> jangan lupa No. 2 pilih yang islami asli berakhlaq dan sudah haji.. Haji Djarot;Netral
599;Di hari2 terakhir ini saya usul team pak @basuki_btp bergerak di #JAKARTATIMUR #AhokDjarot #Kami2 untuk sosialisasi ProgramKerja  <FOLDED HANDS> <FOLDED HANDS>;Netral
600;<lovered> Nama yang Indah <lovered> Nama masjid baru pemkot Jakarta MASJID RAYA KH HASYIM ASHARI. @nu_online @NahdlatulOelama #AhokDjarot;Netral
601;Lebih baik jadi dosen yang dibanggakan dari pada berharap jadi Gubernur dengan cara yang membohongi rakyat dan diri sendiri. #pilkadadki2017;Netral
602;Kalau saya sih malu ngakunya juga @aniesbaswedan ...;Netral
603;Kenapa pak @prabowo Berterimakasi pada #FPI setelah @aniesbaswedan @sandiuno Memenangkan #PilkadaDki2017 pengamat politik mana pengamat.;Netral
604;Daftar rumah baru di jakarta yang DP nya 0-Rp Kalau gak terealisasi, kau tanggung janji kau di akhirat nanti,,, #pilkadaDKI2017 #pathdaily;Netral
605;Kalian dijanjikan ini itu sama calon gubenur baru. jangan lupa tagih janjinya, Jakarta butuh kerja nyata bukan sekedar janji #pilkada;Netral
606;Bagi yang precariat kayak aku ini, dp rumah 0% lumayan membantu. Jadi pasti aku tagih! #pilkadadki2017;Netral
607;Harus menerima hasil ini dengan lapang dada. #PilkadaDKI2017;Netral
608;Sedih... Tetap Optimis ya Jakartaku #pilkadaDKI2017;Netral
609;Kalo gitu aku mau tagih program DP 0% dari Anies-Sandi #PilkadaDKI #pilkadadki2017;Netral
610;Sabtu kerja&ngobrol tentang #pilkadaDKI,ternyata ketua RW di komplek rumah teman saya super maksa warga pilih Anies demi janji 3 Milyar;Netral
611;Takut kalah jadi buruan bagi-bagi sembako. Kayanya lebih cocok jadi pegawai bulog kaleee. Colek @kpu_dki @KPU_RI @jokowi #PilkadaDKI2017;Netral
612;Jenazah ditolak.  Abis solat diusir. Yang dagang di usir. Agama jadi jualannya politik. Mantavvv jiwa Cara lu..  #pilkadadki2017 #pilkada;Netral
